,v_type,name,mean_cv_accuracy,std,total_time
0,bow,post-tokens_lem,0.9247935102210217,0.0018437612751457282,326.8987195491791
1,bow,post-tokens_stem,0.9228851586787531,0.001628358651775287,316.8842704296112
2,bow,post-pos,0.6630264135051481,0.0025631916188860056,15.175359964370728
3,bow,tokens_pos,0.9232334014460211,0.0015307082320981543,309.64694476127625
